"id. Response ID","submitdate. Date submitted","lastpage. Last page","startlanguage. Start language","seed. Seed","startdate. Date started","datestamp. Date last action","refurl. Referrer URL","G1Q00001. Have you read and understood the Research Participant Information Sheet? ","G1Q00002. Do you understand that you will not be referred to by name in any report concerning the study? ","G1Q00003. Do you understand that you are free to withdraw from the study at any time? ","G1Q00004. Do you understand that you are free to withdraw from the study without having to give a reason for withdrawing? ","G1Q00005. ","G1Q00006. Do you speak English fluently? ","G2Q00001. Before we begin with the main part of our study, we would like to know a little bit about you.     Do you regularly spend time with one or more kids between the age of 3 and 10? ","G2Q00002. How many children in that age group do you regularly spend time with?  [Please indicate a single number, different from 0.] ","G2Q00003. Please think of the child (between 3 and 10 years) you know best. If you know several equally well, pick the one you spend most time with.   We would like to get to know something about this child's relationship with music. It is important that you stick with the same child for the whole questionnaire. ","G2Q00004. In the following questionnaire, we would like to get to know something about this child's relationship with music. ","G2Q00005[SQ001]. What is your relationship with this child?  [multiple answers possible]  [I am a parent/guardian.]","G2Q00005[SQ002]. What is your relationship with this child?  [multiple answers possible]  [I am a relative other than parent/guardian.]","G2Q00005[SQ003]. What is your relationship with this child?  [multiple answers possible]  [I babysit the child.]","G2Q00005[SQ004]. What is your relationship with this child?  [multiple answers possible]  [I teach him/her music in school.]","G2Q00005[SQ005]. What is your relationship with this child?  [multiple answers possible]  [I am a teacher for a musical instrument in school.]","G2Q00005[SQ006]. What is your relationship with this child?  [multiple answers possible]  [I teach him/her another subject in school.]","G2Q00005[SQ007]. What is your relationship with this child?  [multiple answers possible]  [I am a musical educator in kindergarten/pre-school.  ]","G2Q00005[SQ008]. What is your relationship with this child?  [multiple answers possible]  [I am a non-musical educator in kindergarten/pre-school.]","G2Q00005[SQ009]. What is your relationship with this child?  [multiple answers possible]  [I am a musical educator outside of school/kindergarten/pre-school.]","G2Q00005[SQ010]. What is your relationship with this child?  [multiple answers possible]  [I am a teacher for a musical instrument outside of school/kindergarten/pre-school.]","G2Q00005[SQ011]. What is your relationship with this child?  [multiple answers possible]  [I am a non-musical educator outside of school/kindergarten/pre-school.]","G2Q00005[other]. What is your relationship with this child?  [multiple answers possible]  [Other]","G2Q00006. How many hours do you spend with this child on average every week?  ","G2Q00007. Please check your answers on this page.   Did you reply to all the questions you want to provide an answer for? ","G3Q00001[SQ002]. The child... [... can express him-/herself through sound.]","G3Q00001[SQ003]. The child... [... can communicate emotions to a listener when singing and making music.]","G3Q00001[SQ004]. The child... [… is able to react to the mood of a melody.]","G3Q00001[SQ005]. The child... [… can listen carefully and react appropriately to music.]","G3Q00001[SQ006]. The child... [… appreciates different kinds of music.]","G3Q00001[SQ007]. The child... [… is motivated to make music, so that he/she becomes more and more skilled.]","G3Q00001[SQ008]. The child... [… can invent melodies or rhythms, either with his/her voice or using an instrument.]","G3Q00001[SQ009]. The child... [... won't let him-/herself become immersed in sounds.]","G3Q00001[SQ010]. The child... [... shows little interest in memorising patterns.]","G3Q00001[SQ011]. The child... [... often moves out of sync with music.]","G3Q00001[SQ012]. The child... [… often has the desire to make music.]","G3Q00001[SQ013]. The child... [… has a great aﬃnity for music.]","G3Q00001[SQ014]. The child... [... does not enjoy spending time in musical environments.]","G3Q00001[SQ015]. The child... [... does not seek to acquire music related objects.]","G3Q00001[SQ016]. The child... [... does not mimic or imitate musicians or singers.]","G3Q00001[SQ017]. The child... [... doesn't seem to pick up on emotions conveyed by music.]","G3Q00001[SQ40126]. The child... [... does not associate music with characters and stories.]","G3Q00001[SQ018]. The child... [... has no association between music and routines (e.g. does not have a song for washing his/her hands).]","G3Q00001[SQ019]. The child... [… can follow the structure of the music he/she listens to, and talk about it.]","G3Q00001[SQ020]. The child... [… is aware of diﬀerent aspects of music, so you can talk to him/her about the instruments in a piece or the emotions evoked by it.]","G3Q00001[SQ021]. The child... [… is able to hear, compare and distinguish diﬀerent types of music.]","G3Q00001[SQ022]. The child... [… can reproduce melodies well.]","G3Q00001[SQ023]. The child... [... does not insist on his/her own will when making and enjoying music.]","G3Q00001[SQ024]. The child... [... doesn't repurpose music-neutral objects into musical instruments.]","G3Q00001[SQ025]. The child... [...does not seem curious to explore sounds in different environments.]","G3Q00001[SQ026]. The child... [… has a good sense of timing and rhythm.]","G3Q00001[SQ027]. The child... [… has a feeling for the beat.]","G3Q00001[SQ028]. The child... [… is able to play music in time with others by combining listening and sound production.]","G3Q00001[SQ029]. The child... [… has good hearing ability, e.g. for melodies and rhythms.]","G3Q00001[SQ030]. The child... [… is able to internalize sound, pitch and rhythm.]","G3Q00001[SQ031]. The child... [... is very musical.]","G3Q00001[SQ032]. The child... [...enjoys singing and does so frequent.]","G3Q00002. Please check your answers on this page.   Did you reply to all the questions you want to provide an answer for? ","G4Q00001[A1]. The child...  [… brings several skills together: Has musical ideas and try to implement them.]","G4Q00001[A2]. The child...  [… would rather express him-/herself through music than through other means.]","G4Q00001[A3]. The child...  [... shows difficulties in producing or reproducing music.]","G4Q00001[A4]. The child...  [... pays little attention while making music, so he/she does not realize if it sounds as intended.]","G4Q00001[A5]. The child...  [... can communicate with others by producing musical sounds, listening, improvising and dancing.]","G4Q00001[A6]. The child...  [... displays challenges in experiencing music with an open mind.]","G4Q00001[A7]. The child...  [... can pick up patterns when dancing or making music.]","G4Q00001[A8]. The child...  [... controls his/her listening choices by indicating which recorded music he/she wants to listen to.]","G4Q00001[A9]. The child...  [... enjoys being occupied in musical activities.]","G4Q00001[A10]. The child...  [… has great enthusiasm for music.]","G4Q00001[A11]. The child...  [… is interested in music.]","G4Q00001[A12]. The child...  [… enjoys making music a part of his/her life.]","G4Q00001[A13]. The child...  [… is creative when making music.]","G4Q00001[A14]. The child...  [… likes to spontaneously produce music or musical sounds.]","G4Q00001[A15]. The child...  [... does not recognise melodies.]","G4Q00001[A25]. The child...  [... does not recognise composers or singers.]","G4Q00001[A16]. The child...  [... is easily distracted when engaged with musical activities.]","G4Q00001[A17]. The child...  [... demonstrates little motivation to make music with others.]","G4Q00001[A18]. The child...  [… applies criteria to evaluate music.]","G4Q00001[A19]. The child...  [… likes listening to music and can describe it with words and gestures.]","G4Q00001[A20]. The child...  [... has difficulties in recognizing melodies and tone progressions.]","G4Q00001[A21]. The child...  [... has issues reproducing melodies he/she has heard before.]","G4Q00001[A22]. The child...  [... does not distinguish between different musical instruments.]","G4Q00001[A23]. The child...  [... shows interest in playing a musical instrument.]","G4Q00001[A24]. The child...  [... finds rhythmical patterns in his/her environment.]","G4Q00002. Are there any other traits you’d like to mention, that suggest this child is musical?    ","G4Q00003. Please check your answers on this page.   Did you reply to all the questions you want to provide an answer for? ","G5Q00001. How old is he/she?","G5Q00002. Please indicate his/her gender.","G5Q00003. What type of daycare institution does he/she currently attend? ","G5Q00004. Which grade does he/she currently attend? ","G5Q00005. Please indicate the most appropriate category: ","G5Q00006. He/She has attended","G5Q00007. The amount of time he/she practices music is most approximately ","G5Q00008. He/She engaged in regular, daily practice of a musical instrument (including voice) for ","G5Q00009. He/She has had formal training on a musical instrument (including voice). ","G5Q00010. He/She can play a musical instrument. ","G5Q00011. He/She attentively listens to music for","G5Q00012. Please check your answers on this page.   Did you reply to all the questions you want to provide an answer for? ","G6Q00001. Please indicate the most appropriate categeory.","G6Q00002. I engaged in regular, daily practice of a musical instrument (including voice) for ","G6Q00003. At the peak of my interest, I practiced ","G6Q00004. I have attended","G6Q00005. I have had formal training in music theory for","G6Q00006. I have had","G6Q00007. I can play","G6Q00008. I listen attentively to music for","G6Q00009. The instrument I play best (including voice) is...","G6Q00010. Have you obtained a university degree in music?","G6Q00011. In which field did you obtain a university degree in music? ","G6Q00011[other]. In which field did you obtain a university degree in music?  [Other]","G6Q00012. Have you taken part in any further musical training or education?","G6Q00013. How many further musical education courses did you attend within the last 5 years?  ","G6Q00014[SQ001]. What kind of musical training or further education did you take part in? (multiple answers possible)  [One-day training]","G6Q00014[SQ002]. What kind of musical training or further education did you take part in? (multiple answers possible)  [Further training over several weeks or months]","G6Q00014[SQ003]. What kind of musical training or further education did you take part in? (multiple answers possible)  [Further training over several years]","G6Q00015. How old are you?","G6Q00016. Please indicate your gender. ","G6Q00017. What is your current country of residence?","G6Q00017[other]. What is your current country of residence? [Other]","G6Q00018. What is your nationality?","G6Q00018[other]. What is your nationality? [Other]","G6Q00019. Which is your highest educational degree? ","G6Q00020. What is your current or most recent occupation? ","G6Q00021. Please check your answers on this page.   Did you reply to all the questions you want to provide an answer for? ","G7Q00001.  We would like to take this opportunity to say Thank You for taking the time to answer this questionnaire.      Please be assured, all data collected will be treated in the strictest confidence. You are free to withdraw your data from the research at any time by contacting MRes student Sever Sava ssava001@gold.ac.uk or the supervisor Dr Daniel Müllensiefen D.Mullensiefen@gold.ac.uk .     The completed research will help to gain an understanding of the factors that influence musical abilities in children. Moreover, we will gain an insight into how factors evolve from one age group to the other. You were chosen to take part in the study because of one of the relations cited during the questionnaire.      If you have any questions about the study or were unduly or unexpectedly affected by taking part, please feel free to feed it back to the researcher ssava001@gold.ac.uk or his supervisor Dr Daniel Müllensiefen D.Mullensiefen@gold.ac.uk . If you feel unable for whatever reason to talk with the researcher team, then please contact one of the Heads of Psychology at Goldsmiths, Jan de Fockert j.de-fockert@gold.ac.uk . You are also able to contact any of these people if you would like to withdraw your data any time.  ","G8Q00001. ","interviewtime. Total time","groupTime20958. Group time: Developing a new screening tool for differentiating musical abilities in children (ages 3 – 10)","G1Q00001Time. Question time: G1Q00001","G1Q00002Time. Question time: G1Q00002","G1Q00003Time. Question time: G1Q00003","G1Q00004Time. Question time: G1Q00004","G1Q00005Time. Question time: G1Q00005","G1Q00006Time. Question time: G1Q00006","groupTime20953. Group time: Welcome!","G2Q00001Time. Question time: G2Q00001","G2Q00002Time. Question time: G2Q00002","G2Q00003Time. Question time: G2Q00003","G2Q00004Time. Question time: G2Q00004","G2Q00005Time. Question time: G2Q00005","G2Q00006Time. Question time: G2Q00006","G2Q00007Time. Question time: G2Q00007","groupTime20954. Group time: Relationship with Music","G3Q00001Time. Question time: G3Q00001","G3Q00002Time. Question time: G3Q00002","groupTime20955. Group time: Relationship with Music","G4Q00001Time. Question time: G4Q00001","G4Q00002Time. Question time: G4Q00002","G4Q00003Time. Question time: G4Q00003","groupTime20956. Group time: Information on the Child","G5Q00001Time. Question time: G5Q00001","G5Q00002Time. Question time: G5Q00002","G5Q00003Time. Question time: G5Q00003","G5Q00004Time. Question time: G5Q00004","G5Q00005Time. Question time: G5Q00005","G5Q00006Time. Question time: G5Q00006","G5Q00007Time. Question time: G5Q00007","G5Q00008Time. Question time: G5Q00008","G5Q00009Time. Question time: G5Q00009","G5Q00010Time. Question time: G5Q00010","G5Q00011Time. Question time: G5Q00011","G5Q00012Time. Question time: G5Q00012","groupTime20957. Group time: Information on you","G6Q00001Time. Question time: G6Q00001","G6Q00002Time. Question time: G6Q00002","G6Q00003Time. Question time: G6Q00003","G6Q00004Time. Question time: G6Q00004","G6Q00005Time. Question time: G6Q00005","G6Q00006Time. Question time: G6Q00006","G6Q00007Time. Question time: G6Q00007","G6Q00008Time. Question time: G6Q00008","G6Q00009Time. Question time: G6Q00009","G6Q00010Time. Question time: G6Q00010","G6Q00011Time. Question time: G6Q00011","G6Q00012Time. Question time: G6Q00012","G6Q00013Time. Question time: G6Q00013","G6Q00014Time. Question time: G6Q00014","G6Q00015Time. Question time: G6Q00015","G6Q00016Time. Question time: G6Q00016","G6Q00017Time. Question time: G6Q00017","G6Q00018Time. Question time: G6Q00018","G6Q00019Time. Question time: G6Q00019","G6Q00020Time. Question time: G6Q00020","G6Q00021Time. Question time: G6Q00021","groupTime20959. Group time: Debrief Form","G7Q00001Time. Question time: G7Q00001","groupTime20960. Group time: Ineglidible Participants","G8Q00001Time. Question time: G8Q00001"
"31","","0","de","1061178458","2022-06-30 17:53:43","2022-06-30 17:53:43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32","","0","de","1921473340","2022-07-06 13:57:47","2022-07-06 13:57:47","https://app.prolific.co/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33","","7","de","703167643","2022-07-06 14:00:19","2022-07-06 14:07:03","https://app.prolific.co/","A1","A1","A1","A1","A1","A1","A1","1","","","0","0","1","0","0","0","0","0","0","0","0","","8","A1","A3","A4","A4","A4","A2","A4","A3","A3","A2","A2","A4","A4","A1","A2","A2","A2","A3","A2","A3","A2","A2","A3","A2","A3","A2","A4","A4","A4","A3","A3","A3","A4","A1","A3","A4","A5","A4","A3","A4","A4","A3","A5","A4","A5","A3","A4","A5","A3","A5","A3","A3","A4","A4","A4","A4","A4","A4","A4","","A1","7","A2","A1","A2","","A3","B1","A2","A2","A2","B1","A1","","A2","A4","A3","A1","A4","A2","A2","Gitarre","A2","","","A2","","","","","30","A2","A5","","A5","","A6","Projektmanager","A1","","X","409.5","17.6","","","","","","","37","","","","","","","","109.99","","","74.87","","","","52.32","","","","","","","","","","","","","75.84","","","","","","","","","","","","","","","","","","","","","","6.95","","34.93",""
"34","","7","de","170249851","2022-07-06 14:00:26","2022-07-06 14:25:36","https://app.prolific.co/","A1","A1","A1","A1","A1","A1","A1","5","","","0","1","0","0","0","0","0","0","0","0","0","","4","A1","A4","A3","A4","A4","A4","A4","A3","A2","A3","A2","A3","A3","A4","A3","A3","A3","A4","A2","A3","A4","A4","A3","A3","A3","A2","A3","A3","A3","A4","A3","A3","A3","A1","A4","A5","A3","A4","A5","A4","A4","A4","A5","A4","A5","A5","A5","A5","A3","A4","A5","A4","A4","A5","A4","A4","A4","A5","A5","","A1","28","A2","A3","","","A2","B1","B1","A2","A1","A4","A1","","A1","A1","A4","A1","A3","A2","A6","Piano","A2","","","A2","","","","","28","A2","A5","","-oth-","Türkisch","A6","Projekt Management","A1","","","1497.98","87.6","","","","","","","89.4","","","","","","","","389.81","","","358.41","","","","169.33","","","","","","","","","","","","","373.32","","","","","","","","","","","","","","","","","","","","","","9.68","","20.43",""
"35","","7","de","1068002800","2022-07-06 14:00:28","2022-07-06 14:21:35","https://app.prolific.co/","A1","A1","A1","A1","A1","A1","A1","2","","","0","0","0","0","0","0","0","0","0","0","0","Reitlehrerin","4","A1","A2","A4","A4","A4","A4","A3","A1","A3","A3","A2","A3","A3","A4","A3","A3","A5","A1","A1","A1","A1","A4","A2","A2","A4","A3","A4","A4","A2","A2","A2","A2","A2","A1","A4","A2","A4","A3","A3","A3","A5","A5","A4","A4","A5","A3","A4","A4","A3","A3","A5","A5","A5","A3","A3","A3","A2","A4","A4","Reiten mit Musik ist sehr beliebt und hilft zu entspanntem Sitz, fördert das Taktgefühl und lockert die Stimmung. Dabei kommt es nicht auf die Musikalität an. Das Kind bekommt Geigenunterricht und ist trotzdem oft nicht in der Lage, den einfachen Zwei oder Dreitakt Rhythmen auf dem Pferd zu folgen. Beim Singen einfacher ""Eseslbrücken Lieder"" gibt es oft Schwierigkeiten. Freiwillig singt das Kind nicht.","A1","11","A2","A1","A6","","B1","A2","A1","A4","A2","B1","A1","","A6","A4","A6","A1","A7","A3","A2","Tenor Blockflöte","A2","","","A2","","","","","50","A1","A5","","A5","","A5","Fotografin, Reitlehrerin und Verkäuferin","A1","","629898db9c3fbe0a82d2a163","1270.98","23.34","","","","","","","58.67","","","","","","","","168.09","","","775.44","","","","72.88","","","","","","","","","","","","","149.6","","","","","","","","","","","","","","","","","","","","","","3.06","","19.9",""
"36","","7","de","1850787122","2022-07-06 14:00:38","2022-07-06 14:14:56","https://app.prolific.co/","A1","A1","A1","A1","A1","A1","A1","2","","","0","1","1","0","0","0","0","0","0","0","0","","5","A1","A4","A4","A4","A4","A4","A4","A4","A2","A2","A2","A4","A4","A2","A1","A2","A2","A2","A2","A4","A4","A4","A4","A4","A1","A1","A4","A4","A4","A5","A4","A4","A4","A1","A5","A4","A3","A3","A4","A3","A5","A5","A5","A5","A5","A5","A4","A5","A3","A4","A3","A3","A5","A5","A3","A3","A3","A5","A5","","A1","6","A2","A1","A2","","A2","A3","A4","A3","A2","A3","A1","","A4","A4","A1","A3","A3","A2","A1","Schlagzeug","A2","","","A2","","","","","26","A2","A5","","A5","","A6","Student","A1","","","698.29","72.77","","","","","","","30.87","","","","","","","","157.97","","","267.53","","","","54.86","","","","","","","","","","","","","68.98","","","","","","","","","","","","","","","","","","","","","","4.86","","40.45",""
"39","","7","de","2032707757","2022-07-06 14:01:52","2022-07-06 14:09:31","https://app.prolific.co/","A1","A1","A1","A1","A1","A1","A1","2","","","0","0","1","0","0","1","0","0","0","0","0","","5","A1","A4","A4","A4","A4","A4","A4","A3","A2","A1","A2","A4","A4","A2","A4","A2","A2","A2","A2","A4","A4","A4","A4","A2","A2","A2","A4","A4","A4","A4","A4","A4","A4","A1","A5","A5","A3","A3","A5","A3","A5","A5","A5","A5","A5","A5","A5","A5","A3","A3","A3","A3","A5","A5","A3","A3","A3","A5","A5","","A1","8","A1","A2","","","A4","A2","A4","A4","A2","A3","A1","","A4","A6","A5","A5","A5","A3","A7","klavier und geige","A2","","","A1","A3","0","1","0","27","A1","A7","","A7","","A6","Marketing Assistant","A1","","","463.35","23.74","","","","","","","47.6","","","","","","","","133.18","","","73.87","","","","51.75","","","","","","","","","","","","","108.33","","","","","","","","","","","","","","","","","","","","","","3.08","","21.8",""
"40","","7","de","1894015892","2022-07-06 14:02:03","2022-07-06 14:12:54","https://app.prolific.co/","A1","A1","A1","A1","A1","A1","A1","1","","","1","0","0","0","0","0","0","0","0","0","0","","60","A1","A3","A4","A5","A5","A4","A3","A2","A3","A2","A3","A2","A3","A2","A3","A2","A2","A4","A3","A4","A3","A5","A3","A3","A2","A3","A3","A2","A3","A3","A4","A3","A5","A1","A3","A4","A4","A4","A4","A3","A5","A4","A5","A5","A6","A5","A4","A5","A3","A4","A4","A4","A3","A5","A4","A4","A4","A5","A4","","A1","6","A2","A1","A2","","A2","B1","B1","A1","A2","A2","A1","","A4","A6","A2","A1","A1","A3","A5","klavier","A2","","","A2","","","","","26","A2","A5","","A5","","A5","IT Manager","A1","","","652.36","41.19","","","","","","","84.02","","","","","","","","182.99","","","135.12","","","","82.04","","","","","","","","","","","","","114.26","","","","","","","","","","","","","","","","","","","","","","6.1","","6.64",""
"41","","7","de","1794805473","2022-07-06 14:02:44","2022-07-06 14:13:15","https://app.prolific.co/","A1","A1","A1","A1","A1","A1","A1","1","","","1","0","0","0","0","0","0","0","0","0","0","","30","A1","A2","A2","A4","A4","A4","A3","A4","A3","A2","A3","A1","A4","A1","A3","A2","A4","A2","A2","A2","A4","A4","A5","A3","A2","A1","A4","A5","A3","A4","A4","A3","A4","A1","A3","A2","A3","A3","A4","A2","A5","A6","A4","A5","A5","A5","A4","A5","A2","A3","A4","A5","A4","A6","A3","A3","A3","A3","A5","","A1","6","A2","A2","","","A1","A1","A2","A2","A1","A3","A1","","A1","A2","A1","A1","A1","A1","A3","Gesang","A2","","","A2","","","","","41","A2","A5","","A5","","A5","Agile Master","A1","","","637.36","24.96","","","","","","","46.89","","","","","","","","166.59","","","96.27","","","","36.77","","","","","","","","","","","","","57.4","","","","","","","","","","","","","","","","","","","","","","3.77","","204.71",""
"42","","7","de","241004634","2022-07-06 14:02:53","2022-07-06 14:21:17","https://app.prolific.co/","A1","A1","A1","A1","A1","A1","A1","2","","","0","1","0","0","0","0","0","0","0","0","0","","8","A1","A2","A4","A5","A4","A2","A2","A4","A2","A2","A2","A3","A3","A3","A4","A4","A4","A4","A1","A3","A4","A4","A2","A5","A2","A3","A4","A4","A4","A3","A4","A3","A4","A1","A3","A3","A4","A4","A2","A2","A5","A5","A3","A3","A4","A3","A4","A2","A2","A5","A4","A5","A3","A5","A2","A5","A2","A3","A4","","A1","5","A2","A3","","","A3","A1","A1","A1","A1","A2","A1","","A5","A4","A6","A4","A4","A3","A3","Bassgitarre","A2","","","A2","","","","","35","A2","A5","","A5","","A6","Informatiker","A1","","","1108.16","36.57","","","","","","","87.92","","","","","","","","317.77","","","283.01","","","","99.19","","","","","","","","","","","","","210.48","","","","","","","","","","","","","","","","","","","","","","27.35","","45.87",""
"43","","0","de","784721721","2022-07-06 14:03:58","2022-07-06 14:03:58","https://app.prolific.co/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44","","7","de","784721721","2022-07-06 14:03:58","2022-07-06 14:17:45","https://app.prolific.co/","A1","A1","A1","A1","A1","A1","A1","1","","","0","0","1","0","0","0","0","0","0","0","0","","15","A1","A3","A2","A3","A3","A2","A2","A2","A3","A3","A4","A2","A2","A3","A2","A3","A4","A3","A2","A2","A3","A3","A3","A3","","A3","A2","A3","A2","A2","A2","A3","A2","A1","A3","A3","A3","A5","A4","A4","A3","A5","A4","A4","A4","A3","A3","A5","A4","A5","A4","A5","A3","A4","A4","A4","A4","A3","A3","No","A1","4","A2","A3","","","A5","B1","A1","A2","A1","A1","A1","","A6","A1","A4","A1","A1","A1","A2","","A2","","","A1","A1","1","0","0","60","A1","A7","","A7","","A6","Lehrer","A1","","","831.61","65.76","","","","","","","98.26","","","","","","","","165.93","","","139.54","","","","120.84","","","","","","","","","","","","","203.6","","","","","","","","","","","","","","","","","","","","","","11.3","","26.38",""
"46","","7","de","929260746","2022-07-06 14:04:35","2022-07-06 14:21:02","https://app.prolific.co/","A1","A1","A1","A1","A1","A1","A1","1","","","1","0","0","0","0","0","0","0","0","0","0","","98","A1","A2","A4","A4","A2","A4","A3","A4","A4","A2","A4","A2","A3","A2","A1","A2","A2","A2","A5","A2","A4","A5","A5","A1","A2","A2","A4","A4","A2","A4","A4","A2","A5","A1","A3","A2","A4","A4","A4","A4","A5","A6","A5","A4","A5","A4","A4","A4","A2","A3","A5","A6","A4","A5","A3","A4","A3","A3","A4","Nein","A1","10","A2","A1","A5","","A1","A1","A1","A1","A1","A2","A1","","","A1","A1","A1","A1","A1","A1","Keins","A2","","","A2","","","","","35","A1","A5","","A5","","A6","Sozialarbeiterin","A1","","","991","72.31","","","","","","","99.02","","","","","","","","211.75","","","134.78","","","","87.25","","","","","","","","","","","","","105.63","","","","","","","","","","","","","","","","","","","","","","6.43","","273.83",""
